tmdb_id	imdb_id
1613	0227984
1615	0293124
1616	0427219
1618	0149151
1619	0202677
1620	0465494
1621	0086465
1622	0415932
1623	0080474
1624	0119528
1626	0056663
1627	0064285
1628	0055032
1629	0061473
1630	0117318
1631	0135024
1632	0095647
1633	0101921
1634	0106965
1635	0399201
1636	0230030
1637	0111257
1639	0120179
1640	0375679
1641	0141098
1642	0113957
1643	0070849
1644	0108473
1645	0117913
1646	0463998
1647	0292506
1648	0096928
1649	0101452
1651	0064990
1652	0109000
1653	0318462
1654	0061578
1655	0119932
1656	0386140
1665	0403217
1666	0799954
1667	0428803
1669	0099810
1670	0061795
1672	0082949
1673	0053729
1675	0070460
1676	0063811
1677	0350258
1678	0047034
1679	0048127
1680	0056142
1682	0058379
1683	0444682
1684	0949502
1685	0065462
1687	0067065
1688	0068408
1689	0107426
1690	0450278
1691	0498353
1693	0365513
1694	0089885
1696	0395584
1697	0780180
1698	0187696
1699	0312358
1700	0100157
1701	0118880
1702	0109575
1710	0112722
1711	0131502
1712	0049261
1713	0102175
1714	0060390
1715	0124315
1716	0080610
1717	0405676
1718	0033021
1719	0058458
1720	0351461
1721	0069095
1722	0238112
1723	0074554
1724	0800080
1725	0055614
1726	0371746
1727	0099141
1729	0865556
1730	0460829
1731	1012729
1732	0079753
1734	0209163
1735	0859163
1736	0805613
1738	0435705
1739	0051185
1740	0300237
1770	0117039
1771	0458339
1772	0101588
1773	0022626
1774	0124295
1775	0109370
1776	0486358
1777	0361596
1778	0309326
1779	0098213
1781	0497116
1782	0940580
1783	0243609
1785	0097884
1786	0092593
1787	0062728
1788	0087277
1789	0052837
1790	0064409
1791	0254686
1792	0338466
1793	0085919
1802	0112769
1803	0086896
1807	0363589
1808	0120879
1809	0292644
1810	0045296
1811	0119809
1812	0162710
1813	0118971
1814	0496566
1815	0077234
1816	0088915
1817	0183649
1818	0054389
1819	0463034
1829	0073114
1830	0399295
1831	0156841
1832	0120655
1833	0294870
1834	0037101
1835	0072973
1836	0337961
1837	0227458
1838	0425235
1840	0039217
1841	0039545
1842	0068837
1843	0388888
1844	0137494
1845	0841044
1846	0064638
1847	0070334
1848	0145400
1849	0057362
1850	0125664
1851	0077156
1852	0469641
1853	0390123
1855	0060227
1857	0092106
1858	0418279
1859	0031725
1862	0082059
1863	0065782
1864	0065828
1865	1298650
1870	0059168
1871	0058089
1872	0389328
1873	0112495
1874	0438859
1875	0060400
1876	0382222
1877	0104115
1878	0120669
1879	0061735
1880	0087985
1881	0309093
1882	0042727
1883	0104797
1884	0087225
1885	0087538
1887	0422720
1888	0060424
1889	0059248
1890	0090830
1891	0080684
1892	0086190
1893	0120915
1894	0121765
1895	0121766
1896	0445691
1899	0425985
1900	0181865
1901	0385267
1902	0125659
1903	0259711
1904	0397535
1905	0065465
1906	0079924
1907	0163978
1908	0053946
1909	0112883
1910	0441795
1911	0120657
1912	0810868
1913	0369702
1914	0487027
1915	0102397
1917	0326036
1918	0388311
1919	0491747
1920	0050271
1921	0230838
1922	0762110
1923	0105665
1924	0078346
1925	0389738
1926	0328802
1927	0286716
1930	0948470
1931	0775539
1933	0230600
1934	0138097
1935	0410639
1936	0047422
1937	0051429
1938	0044357
1939	0037008
1940	0053182
1941	0053804
1942	0058997
1943	0073637
1944	0348593
1945	0110638
1946	0120907
1947	0350261
1948	0479884
1949	0443706
1950	0338216
1951	0342735
1954	0289879
1955	0080678
1956	0302674
1957	0278435
1958	0283832
1959	0120257
1961	0489235
1962	0325733
1963	0456470
1964	0441762
1965	0120787
1966	0346491
1967	0384814
1968	0119141
1969	0416496
1970	0391198
1975	0433386
1976	0030287
1977	1053859
1978	0042994
1979	0486576
1980	0951318
1984	0048918
1985	0387131
1986	0388505
1987	0103793
1988	0829459
1989	0765120
1990	0842929
1991	1028528
1992	1077258
1993	0465188
1994	0023238
1995	0146316
1996	0325703
1997	0338512
1998	0384177
1999	0247425
2000	0068182
2001	0498399
2002	0437526
2003	0348529
2004	0177882
2005	0105417
2006	0051406
2007	0104756
2008	0417976
2009	1032846
2010	1016205
2011	0808417
2012	0841925
2013	0401383
2014	0880502
2015	0817225
2016	0444182
2017	0292610
2018	0209475
2019	0107076
2020	0120596
2021	0113448
2022	0280590
2023	0317648
2024	0187393
2025	0095943
2026	0340163
2028	0098258
2029	0274155
2030	0050179
2031	0051382
2032	0416111
2033	0116635
2034	0139654
2035	0103108
2036	0078812
2037	0083572
2038	0103617
2039	0093565
2042	0120070
2043	0164334
2044	0410297
2045	0118040
2046	0219699
2047	0107927
2048	0343818
2049	0943512
2054	0113862
2055	0316356
2056	0340377
2057	0218922
2058	0118556
2059	0368891
2060	0075933
2061	0117407
2062	0382932
2071	0102900
2072	0112763
2074	0116324
2075	0089841
2076	0190938
2077	0007264
2078	0007162
2079	0006548
2080	0458525
2082	0373883
2083	1328622
2084	0188453
2085	0165929
2086	0113972
2087	0109890
2088	0107983
2089	0211792
2090	0211407
2091	0286493
2092	0418329
2093	0094651
2094	0058534
2095	0167116
2096	0156146
2097	0061550
2098	0058725
2099	0091828
2100	0272020
2101	0380368
2102	0100649
2103	0307479
2104	0286917
2105	0163651
2106	0059282
2107	0102250
2108	0088847
2109	0120812
2110	0281364
2111	0291032
2112	0120784
2114	0173840
2115	0093415
2116	0313443
2117	0426578
2118	0119488
2119	0099371
2120	1584837
2122	0327247
2123	0183505
2124	0109456
2125	0103239
2126	0240601
2131	0119320
2132	0200954
2133	0177971
2134	0054387
2135	0268695
2136	0083999
2137	0165499
2139	0072791
2140	0271027
2141	0240628
2142	0118887
2143	0115832
2144	0203755
2145	0089162
2148	0087089
2149	0106453
2151	0365478
2152	0811136
2153	0077474
2154	0099364
2155	0184858
2156	0330203
2157	0120738
2160	0055608
2161	0060397
2162	0163579
2163	0118771
2164	0111282
2165	0280870
2166	0120013
2168	0472582
2169	0102396
2171	0243655
2172	0093668
2173	0245724
2176	0221218
2178	0115635
2179	0365830
2180	0785002
2181	0058134
2182	0080391
2185	0246464
2186	0078503
2187	0115516
2194	0290015
2195	0991269
2196	0795368
2197	0889222
2199	0097938
2200	0071688
2202	0036098
2204	0069687
2205	0097464
2206	0090381
2207	0450232
2209	0074645
2210	0097257
2211	0130444
2212	0119791
2213	0168267
2214	0049298
2215	0056161
2216	0053846
2217	0055716
2218	0070192
2219	0068508
2223	0058490
2225	0057830
2226	0061919
2227	0056271
2228	0074957
2229	0076040
2231	0071720
2232	0070299
2233	0053415
2234	0055748
2237	0057519
2239	0466816
2240	0072345
2241	0177242
2246	0107497
2249	0328494
2250	0057816
2251	0250797
2252	0765443
2253	0985699
2255	0118842
2258	0105712
2259	0107151
2260	0342172
2261	0070902
2262	0084654
2263	0100211
2264	0082671
2265	0091537
2266	0401711
2267	0768212
2268	0385752
2274	0484562
2275	0144214
2277	0182789
2280	0094737
2282	0086650
2284	0457419
2285	0085843
2286	0381111
2287	0436724
2288	0376541
2289	0159365
2290	0120716
2291	0099871
2292	0109445
2293	0113749
2294	0261392
2295	0424345
2297	0102181
2299	0388562
2300	0117705
2302	0099073
2303	0115943
2304	0084085
2306	0083554
2307	0114210
2309	0494238
2310	0442933
2316	0388441
2318	0203053
2319	0329030
2320	0116253
2321	0095593
2322	0105435
2323	0097351
2324	0472126
2325	0432314
2330	0152930
2331	0199232
2332	0183869
2333	1058601
2334	0295721
2335	0804540
2336	0087560
2337	0092145
2346	0859765
2348	0110044
2349	0366416
2355	0490204
2357	0499603
2358	0338300
2359	0386032
2360	0195234
2361	0854672
2362	0070909
2363	0052708
2370	0065112
2371	0081609
2373	0122617
2376	0078086
2377	0165113
2378	0169519
2380	0173904
2382	0173821
2383	0095800
2385	0092521
2386	0190718
2387	0105514
2389	0174227
2391	0084089
2392	0071309
2393	0065454
2394	0261964
2395	0463872
2397	0150500
2400	0173806
2402	0240886
2405	0113483
2410	0147530
2411	0176090
2413	0075520
2428	0059245
2429	0072323
2430	0181384
2433	0062873
2435	0303120
2436	0106761
2437	0155522
2438	0046874
2440	0260991
2441	0103186
2442	0113063
2443	0037303
2444	0106305
2447	0762121
2453	0102005
2454	0499448
2455	0086551
2457	0037674
2459	0076852
2460	0117909
2462	0064425
2463	0216165
2464	0243907
2469	0101026
2470	0103791
2486	0449010
2487	0158714
2493	0093779
2501	0258463
2502	0372183
2503	0440963
2516	0062089
2517	0408664
2518	0346293
2525	0060164
2526	0072547
2527	0064861
2528	0102368
2536	0062642
2537	0382898
2538	0113312
2539	0371246
2546	0054494
2565	0099892
2566	0417189
2567	0338751
2574	0052556
2575	0236784
2576	0052738
2577	0345061
2587	0069824
2588	0456340
2593	0057058
2594	0291400
2604	0096969
2605	0091949
2608	0093476
2609	0093748
2610	0338427
2611	0102598
2612	0100201
2613	0105165
2614	0093260
2616	0098554
2617	0095253
2619	0088161
2620	0090660
2621	0122459
2623	0084434
2625	0107611
2636	0111255
2641	0088471
2642	0313737
2644	0084955
2645	0086646
2646	0088457
2647	0092268
2648	0098681
2649	0119174
2652	0424136
2654	0113409
2655	0161081
2657	0120789
2661	0060153
2662	0251736
2665	0083530
2666	0118929
2667	0185937
2668	0162661
2669	0086993
2670	0099864
2671	0178868
2675	0286106
2687	0104850
2690	0057187
2692	0949770
2694	0949564
2696	0906014
2698	0413099
2699	0115392
2700	0183055
2701	0109036
2702	0420715
2703	0109884
2707	0270621
2712	0110175
2719	0117086
2722	0301524
2728	0486640
2731	0104507
2732	0800353
2734	0118933
2740	0344160
2742	0102511
2748	0046511
2749	0179626
2750	0274309
2751	0239206
2752	0243736
2753	0090576
2754	0090579
2755	0257360
2756	0096754
2757	0268126
2758	0106220
2759	0109045
2760	0017075
2761	0028231
2762	0029811
2767	0101318
2768	0080365
2769	0043278
2770	0252866
2771	0305206
2777	0190268
2778	0109447
2779	0256524
2786	0059592
2787	0134847
2788	0110950
2789	0296572
2790	1232001
2791	0407658
2796	0176164
2798	0062083
2800	0398375
2813	0078467
2814	0098244
2817	0119828
2820	0451035
2830	0270980
2832	0309698
2837	0174654
2840	0175688
2841	0344510
2844	0473080
2845	0468869
2855	0055137
2859	0976042
2860	0065772
2861	0082053
2863	0066379
2882	0792965
2887	0106273
2890	0222718
2891	0099040
2892	0112362
2893	0068542
2894	0239234
2895	0118632
2896	0305240
2897	0048960
2898	0119822
2899	0250223
2900	0138304
2901	0324011
2903	0112410
2907	0101272
2908	0090714
2909	0074671
2911	0398029
2912	0064106
2914	0236097
2922	0252253
2923	0120594
2924	0101393
2925	0116313
2926	0072281
2927	0097910
2928	0117038
2956	0006820
2959	0762114
2962	0130005
2963	0000499
2966	0118248
2967	0008826
2968	0008825
2969	0017621
2970	0020635
2971	0044344
2972	0011237
2973	0014646
2974	0015202
2976	0427327
2977	0416508
2978	0097428
2979	1230164
2981	0016039
2982	0054038
2983	0104759
2984	0061523
2985	0063696
2988	0070157
2989	0083001
2990	0100318
2991	0070031
2992	0149698
2993	0065148
2994	0062861
2995	0059433
2996	0938313
2997	0138581
2998	0066601
3001	0060522
3002	0191252
3003	0302739
3004	0065361
3007	0019901
3008	0060045
3009	0057427
3010	0056907
3011	0058153
3012	0057652
3013	0078879
3014	0046031
3015	0011348
3016	0011130
3017	0011131
3019	0022835
3021	0450385
3022	0033553
3023	0045469
3024	0062908
3025	0054416
3026	0053348
3027	0070002
3028	0084171
3029	0021864
3030	0075990
3031	0024188
3032	0092564
3033	0120684
3034	0072431
3035	0021884
3036	0109836
3037	0806686
3040	0403358
3041	0474642
3042	0106959
3043	0071508
3048	1020027
3049	0109040
3050	0118998
3051	0061634
3052	0061590
3053	0061655
3054	0065225
3055	0062430
3056	0397430
3057	0368730
3059	0006864
3060	0015624
3061	0018806
3062	0024034
3063	0023969
3064	0097044
3065	0117128
3066	0270954
3067	0087288
3068	0070073
3069	0460800
3070	0311159
3071	1020766
3072	0099612
3073	0040068
3074	0034786
3075	0065738
3076	0035899
3077	0031951
3078	0025316
3079	0050280
3080	0027125
3081	0051667
3082	0027977
3083	0031679
3084	0032145
3085	0032599
3086	0033804
3087	0035575
3088	0038762
3089	0040724
3090	0040897
3092	0058557
3093	0430912
3095	0944839
3097	0307596
3098	0408281
3099	0379561
3100	0486192
3101	0099819
3102	0416040
3103	0036931
3104	0061683
3105	0070074
3107	0063172
3108	0127378
3109	0045061
3110	0046303
3111	0047522
3112	0048424
3114	0049730
3115	0060464
3116	0064665
3117	0071519
3118	0087289
3119	0116356
3121	0073440
3122	0067321
3124	0058073
3125	0067017
3126	0207957
3127	0050894
3131	0217505
3132	0280486
3133	0069762
3134	0249380
3144	0183717
3145	0065851
3146	0060440
3147	0322326
3148	0063303
3149	0060558
3151	0095173
3152	0164192
3159	0069851
3160	0059205
3161	0428798
3162	0069795
3163	0068559
3164	0051630
3165	0082410
3166	0059199
3168	0389778
3170	0034492
3171	0064064
3172	0219965
3173	0263101
3174	0209930
3175	0072684
3176	0266308
3177	0338763
3178	0211941
3179	0115641
3199	0065660
3200	0184276
3201	0092172
3202	0076881
3203	0247751
3204	0295601
3205	0067707
3206	0451060
3210	0062159
3213	0872069
3214	0258123
3215	0298028
3216	0064687
3217	0113105
3218	0245291
3288	0101911
3290	0175621
3291	0433383
3293	0168122
3305	0150633
3306	0071518
3309	0037913
3345	0202358
3346	0054893
3347	0076051
3349	0267506
3350	0174658
3361	0424539
3396	0379593
3397	0775417
3402	0067010
3403	0066756
3404	0066889
3405	0061586
3407	0391160
3409	0066519
3410	0362137
3411	0034122
3412	0105245
3413	0054148
3416	0011481
3417	0322328
3418	0081182
3419	0065515
3421	0068694
3422	0065516
3423	0064165
3424	0074840
3425	0075975
3426	0068441
3427	0067409
3432	0780571
3437	0041624
3469	0061648
3471	0040794
3472	0301199
3473	0054641
3474	0023002
3475	0070826
3476	0073155
3477	0072320
3478	0068883
3479	0073169
3480	0073864
3481	0059162
3482	0059825
3483	0062741
3484	0023194
3485	0064338
3486	0080731
3488	0035828
3489	0411061
3490	0032420
3509	0405296
3510	0406214
3511	0906734
3512	0114781
3513	0126388
3515	0319531
3517	0304899
3519	0304312
3520	0059015
3521	0055391
3522	0057073
3523	0057247
3524	0055077
3525	0096463
3526	0083967
3527	0377800
3528	0246659
3529	0025878
3536	0141926
3537	0080716
3538	0472094
3539	0412888
3541	0075740
3542	0459880
3543	0095801
3544	0123956
3545	0063638
3547	0062185
3548	0179435
3549	0457655
3554	0073335
3556	0055118
3558	0172493
3559	0420255
3560	0131510
3561	0076571
3562	0898323
3563	0762107
3564	0373788
3565	0019509
3573	0116191
3574	0022827
3575	0031851
3576	0034570
3577	0251447
3578	0024703
3580	0824747
3581	0068458
3582	0054086
3584	0215887
3585	0160139
3586	0110907
3587	0115725
3588	0165445
3589	0036962
3590	0034260
3591	0060782
3592	0032871
3593	0032412
3594	0481369
3595	0117438
3596	0028358
3597	0119345
3598	0029162
3600	0130018
3602	0469111
3603	0779982
3604	0080745
3631	0429153
3632	0027623
3635	0335119
3638	0481141
3640	0246772
3641	0046833
3679	0270950
3681	0059903
3682	0120577
